content,stars,title
Estive hospedada com amigos agora março nesta pousada e só tenho elogios a fazer..Um lugar com ambiente familiar aconchegante..o café da manhã eh maravilhoso e os donos super hospitaleiros..simpáticos e extremamente solícitos. ..Excelente localização. .Amei!!!!,4,Muito bom!
"A pousada está localizada no alto de um morro na zona rural de Gramado. O acesso, em torno de 8km, é por uma estrada na maior parte asfaltada, mas há alguns quilômetros que são de estrada de terra tranquila de andar. O local é muito bonito com uma bela vista, tanto de algumas cabanas, como da área do restaurante onde é servido o café da manhã. As cabanas são amplas e rústicas, o ambiente é bem simples. A parte que não gostei do quarto foram as aranhas, há frestas nas janelas por onde toda noite entravam no quarto uma ou duas aranhas.",3,"Ambiente rural, bastante calmo e silencioso"
"Já estive nessa pousada outras duas vezes, e foi muito agradável, mas em 2016 no Natal fomos novamente e apesar da amabilidade dos funcionários, educados e atenciosos, a estrutura das cabanas estava péssima, é verdade que o preço da cabana foi barato, em se tratando de Gramado, Canela, porém, não foi muito agradável a estadia.  ",5,Excelente
"Pousada linda... amamos a natureza ao redor, principalmente as trilhas que existem na pousada. Atendimento excelente, os proprietários foram muito atenciosos conosco. Café da manha gostoso, cama quentinha e cobertores excelentes. Utilizamos a cozinha da pousada a noite e isso nos possibilitou uma economia na viagem. Meu filho amou a pousada, andamos muito la",1,Não recomendo 
"Pousada com toda infra estrutura necessária, fica muito bem localizada e próximo de todas as atratividades da cidade, pode-se fazer a pé vários percursos e passeios, próximo de restaurantes e possui uma área completa para descanso com simplicidade e praticidade. Possui um café da manhã com custo de R$ 12,00 reais por pessoa, almoço simples mas com baixo custo, aproximadamente R$ 20,00 por pessoa com o sistema de buffet, a pousada oferece piscina térmica, sala de jogos para ter interatividade com os filhos, uma ala para os baixinhos e outras para os pré adolescentes, com jogos como ping ponge e snooker e pebolim. Tanto a cidade turística como a pousada são uma ótima opção para passar uma temporada. Oferece ainda micro ondas e fogão elétrico para quem desejar efetuar suas refeições de maneira mais econômica.",4,Um Apart-hotel bem localizado.
"A Pousada Serrano está localizada no centro de Gramado, da sacada eu vejo as luzes de Natal. A pousada é confortante, familiar, tem espaço de lazer para as crianças e adolescentes. A limpeza é ótima, para ir ao centro a pousada dispõe de um carro que desce e sobe o morro, facilitando para quem quer gastar as pernas na visita as lojas locais. Estacionamento, piscina térmica e uma área externa ótima. Eu e meus filhos amamos ficar aqui. Não deixe de experimentar, ainda mais nessa época onde é permitido sonhar. FELIZ NATAL A TODOS E TODAS.",3,Uma pousada
"Localizada em ponto alto que, para alguns quartos, possibilita boa vista, além de ter fácil acesso a cidade de Gramado. Porém é uma pousada que oferece o mínimo a uma estadia razoável. O wifi é deficiente, difícil de conectar e fraco. As instalações são antigas, carecendo de modernização. Como é uma pousada para cotistas, acredito que deveria manter-se atualizada. Em relação ao restaurante, pouquíssimas refeições são oferecidas. Compensa somente devido ao custo.",4,Ótima opção de hospedagem
"Pousada simples, muito organizada, limpa, boa comida e acolhida tipicamente familiar. Indico a todos que buscam local simples, com, preços acessíveis e bom atendimento em Gramado. Serve o café da manhã bastante agradável.",1,"muito  ruim, porém limpo"
"Diferente de um hotel convencional porque para se hospedar é necessário ser cotista do mesmo, ou comprar diárias de algum cotista. Os apartamento são para 4 pessoas no máximo, (quarto com uma cama de casal, e em anexo mais duas camas de solteiro, tipo beliche, possui mini-cozinha, mesa, sacada, tv, e banheiro. Tem calefação. A localização é excelente a menos de 4 quadras do centro, da igreja e da rua coberta. Inclui um box de estacionamento na hospedagem sem custo adicional. A Pousada do Serrano fica numa parte elevada da cidade Gramado, e dependendendo do apartamento, da sacada tem uma belissima vista para o vale.  Situado ao lado de uma rua/ladeira recentemente remodelada e muito bonita. Fica exatamente em frente ao Hotel Serrano, (provavelmente o melhor hotel da região), e dá para assistir shows no hotel Serrano, é só atravessar a rua. A Pousada do Serrano oferece piscina aquecida, churrasqueira, sala de jogos, tv, internet gratuita, e uma ampla sala de estar com muitos sofás. Geralmente são poucos hospedes, já que possui aproximadamente uns 50 apartamentos. As diárias não incluem café-da-manhã, mas na Pousada do Serrano há um um restaurante que serve café-da-manhã, almoço e jantar a preços bem baratos. Se quiser pode-se deslocar até o centro usando a van/perua da própria Pousada, sem custo, em horários pré-determinados, apesar de que ir a pé é muito próximo. As camareiras arrumam os aptos todos os dias também sem custos, e estão incluidas toalhas e roupas de cama. Comprar diárias de sócios é uma opção muito mais barata do que se hospedar em hoteis da região que na grande maioria das vezes se situam em locais distantes do centro, o que encarece o custo porque dependerá de taxis, ou de ônibus para ir até o centro ou para eventos.A Pousada fica próxima dos shows do Natal Luz. Quem se hospeda na Pousada do Serrano acaba por regressar (se conseguir comprar diárias).",5,uma semana de sonhos
"A pousada é bem simples mas bem conservada e os quartos são bem equipados e limpos, a localização não é a melhor porque fica na entrada na cidade, longe do centro. O café da manhã é bom mas modesto, compativel com a proposta do local. A pousada tem wifi com sinal bem fraco.",5,Sinta-se em casa!
"Excelente lugar com ótima localização próximo ao pórtico de Gramado. Café da manhã fantástico e donos muito receptivos, sempre dando informações e dicas sobre os melhores lugares para visita. Quartos bem limpos e arrumados.",4,Custo benefício
"A pousada é um sistema time sharing onde se pode alugar a semana de alguém que não usa. Recomenda-se entrar no site e baixar a lista de aluguéis, no inverno, se paga muito caro. No verão, pode-se conseguir por 800 reais a semana (apartamento para 4 pessoas). A estrutura é de um hotel 4 estrelas, com destaque para a piscina térmica. O ponto negativo são os colchões, que realmente são péssimos.",4,Bom custo benefício
"Saudações a Ivonete e ao Xixo, pessoas que auxiliaram bem nossa viagem, a pousada na entrada de Gramado, a uns 2 km do centro, um café de boa qualidade, cama grande, quarto bem arejado, com boa limpeza!",4,Boa pousada
Muitíssimo obrigado pela tua avaliação! Você e suas caninas serão sempre bem vindas na Colina de Pedra!,5,Roteiro Pet Friendly
"Obrigado, realmente animais de estimação são bem vindos na Colina de Pedra!",5,Ótima pousada!
"Nossa estada na pousada foi maravilhosa. Ficamos 1 semana e fomos MUITO bem atendidos pelo casal Xixo e sra. Ivonete. O Café é relativamente simples, mas delicioso. Meu quarto era limpo todos os dias, com TV e ar condicionado. E fica pertinho do Pórtico que vem de Nova Petrópolis.",4,ótimo atendimento
"Pousada excelente, cabana de bom tamanho, confortável, limpeza impecável. Atendimento excelente. Minhas pets adoraram, visitei com minhas 3 caninas e elas adoraram e foram muito bem recebidas. A vista do lugar é incrível.",4,Muito boa a pousada.
"Me hospedo desde pequena na pousada. Os quartos sempre muito limpos, atendimento muito bom na recepção. Quem tem crianças, é legal levar, tem área de recreação e programação para o dia todo. Nas férias é mais interessante de ir. Piscinas.",5,Muito bom!
"Pousada super aconchegante, quartos bem organizados, muito limpos, estrutura boa, ar-condicionado em todos os quartos, ótima recepção, pessoas muito bem educadas e sempre dispostas a ajudar. Café da manhã muito bom. Uma pousada simples mas que oferece todo o conforto necessário para os hóspedes, além do custo benefício, ser muito bom. Recomendo a todos e voltaria com toda a certeza.",5,Ótima opção em Gramado
"Ótima opção de hospedagem em Gramado. Possui um atendimento super bom; quarto bem confortável e um excelente café da manhã. Acredito que por está no pórtico principal da cidade é um diferencial, pois com carro se consegue chegar com certa facilidade nos principais pontos de Gramado e Canela. Detalhe que o café da manhã é muito bom !!",5,"""Cantinho aconchegante"""
"otima opção de custo beneficio. O casal dono da pousada é extremamente atencioso e você sente vontade de retornar sempre. O café da manhã com várias comidas típicas alemãs, como as cucas e natas. Além de estar localizado logo na entrada de Gramado. Recomendo.",4,Hospedagem em ambiente familiar
Obrigado Andrei! Nossa proposta é exatamente esta! Que bom que você saiu satisfeito!,4,Tranquila e agradável 
"A pousada é muito aconchegante e agradável, com um clima familiar e receptivo.Bem localizada na entrada de Gramado, tem um café da manhã delicioso repleto de docinhos ( rsrsrs..) , próxima a vários restaurantes, sem contar que o atendimento e a simpatia da Sra. Ivonete , do seu Xixo e de suas filhas  foram sem dúvidas super marcantes nessa viagem!",4,Aconchegante e donos atenciosos
"Pousada muito boa, com quartos completos com cozinha completa com utensílios de cozinha para quatro pessoas. Possui beliche e uma cama de casal. A localização é muito boa, bem próximo do centro, adoramos ficar lá.",4,Pousada com gosto de casa!
"Obrigado Débora, pela tua avaliação! Esperamos vê-la em breve!",5,Lugar fantástico e de sossego
Obrigado Mara por sua avaliação! Esperamos vê-la em breve!,4,Amei
"Obrigado Jorge, por sua avaliação! Volte sempre!",5,Recomendo
"Local bem próximo ao centro, chega-se a pé sem esforço. Quartos muito aconchegantes, com aquecedores em todos os ambientes, uma divisão entre um local onde há um beliche e o outro onde há a cama de casal e uma mesa com quatro cadeiras, fogão, pia, e frigobar. Nos armários há utencilios de cozinha e pratos e talheres para 4 pessoas. Banheiro no quarto com chuveiro bem quente!!! Ampla área de estar e piscina aquecida, mas quando fomos, o aquecedor dela estava estragado o que impossibilitou a utilização em face do frio.",4,Uma Pousada Serrana
"Pousada muito bem localizada, próximo ao pórtico principal da cidade, tocada pelos seus proprietários que estão sempre atentos aos hóspedes como se fossem seus convidados. Café da manhã colonial farto, com boas opções de pães, bolos, doces. preço honesto.",5,Excelente hospedagem
Agradeço a sua avaliação Gustavo! Revisaremos nossa conduta no café da manhã para que não volte a acontecer!,4,Altamente recomendavel
"A Pousada do Serrano é um ótimo lugar para ir em família - com filhos pequenos - ou até entre amigos. Com piscina térmica, sala de jogos, localização bem central em Gramado, garagem, apartamento com cozinha (super bom para não gastar sempre em restaurantes) e, muito importante, um custo-benefício excelente! Estive lá duas vezes com amigas e sempre foi muito boa a estadia!",5,Ótima opção em Gramado
"A pousada é muito bem localizada, os apartamentos são ótimos, com lareira e mini cozinha, o difícil é conseguir data disponível para aluguel, o local é disputadíssimo. O bom desta pousada é poder fazer as refeições lá mesmo se quiser, mas existe um restaurante no local que serve buffet de café da manhã. E tem estacionamento próprio.",5,Excelente lugar!
Obrigado Raquel! Volte logo!,5,Maravilhoso lugar para descanso
Obrigado pela avaliação Charlene. Ela é muito importante para que possamos atender cada vez melhor!,3,Lugar lindo
Obrigado David! Espero que voltemos a nos ver em breve!,4,Lugar de Paz e sossego
Obrigado Jorge! Esperamos vê-lo nesse inverno novamente!,5,Férias na Serra Gaúcha
"Excelente local para ficar em gramado. Ambiente familiar aconchegante. Quartos/suítes confortáveis com água quente, TV, Ar condicionado e uma cama enorme para se esparramar e descansar após os maravilhosos passeios pela cidade e região. Café da manhã fresquinho e saboroso preparado e servido pelos familiares, tudo de bom. A localização é privilegiada, próximo ao portal de entrada para quem chega por Nova Petrópolis, 50 metros antes; vista deslumbrante de uma linda paisagem natural dos arredores com suas imponentes araucárias e outras espécies de Mata Atlântica. Custo beneficio garantido.   ",5,Me senti em casa!
"Muito bem localizada, Excelente custo benefício, Café da manhã delicioso, Ótimos funcionários, os dono(a)s e proprietário(a)s são pessoas maravilhosas. Próxima aos principais atrativos da cidade. Ambiente simples e confortável.",4,Conheça o criador da estatueta Kikito
"Chega a ser difícil descrever a minha estadia na pousada. Desde o primeiro instante fomos suuuuuuuper bem recebidos. Fomos tratados como se fossemos da família.  Não há limite para a boa educação,  carinho com os hóspedes,  atenção e cuidado em oferecer sempre o melhor.  Indico de olhos fechados.",4,"Custo Beneficio,"
"A Pousada possui uma boa localização, um ótimo atendimento, garagem e cozinha nos apartamentos. Entretanto, os colchões (ao menos os do apartamento no qual fiquei hospedada) eram desconfortáveis, o que não me permitiu ter boas noites de sono.",4,Ótima localização e custo acessível
"A Pousada do Serrano possui uma excelente localização, os apartamentos muito limpos, ótima organização. Os apartamentos com calefação, cozinha, garagem, sala de jogos, recreação para crianças, piscina térmica, tudo muito bom. Oferece um ótimo custo-benefício.",4,Boa opção
"Otimo hotel para uma temporada em gramado. É um hotel antigo, porem reformado e bem conservado. A localizacao é privilegiada e os apartamentos possuem cozinha. Bom atendimento e atmosfera aconchegante.",3,Não sei se voltaria.
"A Pousada Serrrano é local simples, mas completo. Bem localizada, no centro de Gramado, ela oferece preços embatíveis, inclusive na alta temporada, quando todos os demais locais estão lotados e com preços estratosféricos. Tem boa calefação, restaurante ageitadinho, com ótima sopa de capeleti, além de sala de jogos e recreação que agrada a gurizada. Assim que, se quer ir a gramado sem gastar muito, conheça. Não vai se arrepender!",3,Peca no conforto
"A localização é excelente. Há cozinha nos apartamentos e calefação. Na pousada, há garagem e piscina térmica. Não achei cara. Porém, não há café da manhã, as toalhas são trocadas a cada 3 dias, pousada antiga, bem conservada, mas peca na limpeza.",4,Custo-benefício sensacional
Margarida C Almeida   11/09201,4,Pousada Aconchegante
Obrigado pela avaliação! Sossego e silêncio é o nosso segundo nome! :),4,Refúgio!!!
Obrigado Lorena! Voltem logo!,5,Vista linda
Obrigado pela avaliação Andreia! A ideia da pousada é exatamente essa: Simplicidade!,4,Descanso garantido
Valeu Fabio! Muito bom ter recebido a sua visita! Volte sempre!,5,Natal luz e um belo café da manhã!
"Ótimo hotel, com acomodações simples mas confortáveis, atendimento impecável, ótima localização, restaurante do hotel de qualidade, limpeza impecável, piscina com uma vista maravilhosa e bastante privacidade em ralação aos quartos, internet disponível em salas específicas, mas de boa qualidade, preço acessível pra quem quer aproveitar a cidade e fazer compras.",4,aconchegante
"a pousada fica junto ao hotel de mesmo nome.a vista é bonita, tem uma boa piscina térmica e os quartos são amplos, podendo acomodar até 4 pessoas.convem reservar com antecedencia, pois ela funciona tb em sistema de timesharing.",4,Aconchego e Praticidade
"A Pousada do Serrano tem todas as comodidades  de um hotel. Localização no centro, próximo ao  Palácio dos Festivais,  Rua Coberta, Lago Joaquina Bier e tem acesso  fácil a qualquer ponto turístico de Gramado. Quartos com sacada, cozinha s com cozinha com  fogão elétrico e , frigobar, micro ondas. Área de lazer  com salas , lareiras. Área externa  com muito verde. Piscina térmica.",3,Uma Pousada com jeito de casa
"A Pousada Serrano está bem localizada em frente ao hotel Serrano e é muito aconchegante com apartamentos decorados com sacadinhas e lugar para mais duas pessoas além do casal. Possui atendente que faz a limpeza e lava as roupas de cama, tem uma mini cozinha montada para quatro pessoas, Cada apto tem um tipo de decoração tipo colonial com lareira inclusive. Falta uma renovação de móveis que não chega a atrapalhar. Um bom lugar de hospedagem.",4,Boa hospedagem
"A Pousada do Serrano é um ""time-sharing"" com a possibilidade de adquirir diárias diretamente de seus proprietários. Possui todas as comodidades de um bom hotel e uma ótima localização. Todos os aptos acomodam até 4 pessoas. Possui uma mini cozinha e limpeza diária. Possui piscina térmica, sala de ginástica, sala de estar com lareira, sala de jogos e recreação infantil. Possui restaurante. uma excelente relação custo/benefício.",5,MUITO BOM
Obrigado Karina! Já estamos te esperando!!,4,Sossegado e perto do centro
"Uma pousada excelente no sistema time-sharing muito bem localizada e com serviço de van para o centro. Os apartamentos contam com cozinha, microondas e todos os utensílios. Acomoda 4 pessoas por um preço muito interessante, vale a pena conhecer.",5,Conveniência e economia
"A pousada é simples, mais bem aconchegante, os quartos são espaçosos, pelo menos o que eu fiquei, bem limpinho, banheiro limpo e grande, tem frigobar. O preço é bem acessível , o café é bom, só a localização não é muito boa, fica na Frente do Pórtico de Gramando, entrada da cidade, mais para quem está de carro é ótimo pelo bom preço.",5,ótima experiência
"Excelente pousada, bem pertinho do centro e de todos os pontos turisticos de gramado, não precisa de carro para nada, além de contar com um serviço de transfer gratuito de hora em hora para o centro de gramado, e trazendo de lá para a pousada também. Almoço muito bom, sempre em torno de R$ 15,00 e jantar sempre tem buffet de sopas em torno de R$ 12,00 comida e preços excelentes, nem perto dos preços comuns praticados em gramado. Café da manhã opcional também em torno de 10 reais.",5,Aconchegante e Muito bem localizado
Olá Marina! Que pena que sua experiência na Colina não foi agradável. Infelizmente o ano passado foi mesmo difícil para nós. Lamento muito pela frustração e esperamos vê-la em uma outra oportunidade.,3,Deixou a desejar!
"Ficamos na Pousada do Serrano durante 04 dias. É um residencial, não hotel. Os aptos cabem até 04 pessoas (cama de casal + Beliche) e dispõe de TV a cabo, Frigobar, mini Fogão, Microondas, talheres, lareira, calefação, ventilador de teto e secador de cabelo. Fica muito bem localizado, em frente ao Hotel Serrano( o melhor de Gramado).",4,Pousada do serrano
Nos hospedamos na Pousada por 4 noites agora em Novembro/2013. ,3,Natal Luz
"A Pousada do Serrano fica no centro de Gramado/RS facilitando o deslocamento.  O quarto da pousada é uma kitnet com uma cama de casal, sala e cozinha juntas, banheiro e quarto auxiliar com uma cama beliche. No geral a Pousada é bem legal, mas os quartos são extremamente simples.  Mas quem procura custo-benefício, vale a pena conferir. O sistema de hospedagem é feito por quotas, onde é preciso a contactar o proprietário da quota da Pensão.  É meio incômodo, mas nada que complique a vida.  A pousada não possui café da manhã.  É preciso agendar no dia anterior um pedido de café que é servido no restaurante em anexo à Pousada.  Dica: O café da manhã é muito simples.  Vale a pena caminhar 2 ou 3 quadras e tomar o café em uma cafeteria ou padaria. O estacionamento é coberto e os atendentes não fazem nenhum esforço para lhe ajudar com as malas. É um sistema de ""cada um por si"". A cama era tão dura que era melhor ter dormido no chão.",4,Gramado - Pousada do serrano
"O local é limpo, acolhedor, bem decorado e confortavel , os quartos acomodam bem 4 pessoas, uma casa casal e um beliche, tem uma pequena cozinha bem equipada, fogão eletrico, mini geladeira, micro ondas e louças de cozinha.",4,Pousada do Serrano
"Ótimo custo beneficio. Os quartos/apartamentos acomodam quatro pessoas. Dispõe de uma pequena ""cozinha"" com micro-ondas e pequena geladeira. O hall de entrada é muito aconchegante, com salas de jogos, tv e no inverno uma lareira e os quarto são adequadamente aquecidos. Para um casal com filhos pequenos pode ser uma ótima opção já que existe uma sala de recreação com monitoria. A localização é boa para quem não se importa em subir lareiras mas em poucos minutos caminhado estamos no centro de gramado.",4,Pousada do Serrano
Muito obrigado Roger! Voltem logo! ;),5,Maravilhoso
"Obrigado Gabriel! Já está na hora de você voltar, não? :)",5,Ferias
Muitíssimo obrigado Tamires!,5,Simplesmente perfeito
Muito obrigado pela avaliação Vanderlan! Foi muito importante para melhorarmos em diversos aspectos. Você tem toda a razão em suas colocações e já estamos muito avançados nesses quesitos! Obrigado mesmo :) ,3,Bom!! Mas.....
Lugar aconchegante em meio à natureza a cachorra Tinga é muito querida É brincalhona. Tenho um pequeno acesso de Chão Batido mas a estrada é muito boa fica próximo ao centro de Gramado Lugar Para Descansar com a família,3,Lugar simples e bonito
"Considero esta pousada maravilhosa! Perfeita para uma estadia em família em Gramado em qualquer estação do ano. Além de muito bem localizada, ela oferece inúmeros serviços que deixam os hóspedes muito a vontade para descansar, curtir e passear pela cidade: Sofás ao redor de lareiras, sala de cinema, espaço Kids com recreacionistas e programações divertidas para crianças, salas para jogos com ping-pong e sinuca, piscina térmica, quadra de esportes, Van com horários periódicos ao longo do dia para facilitar o deslocamento dos hóspedes aos tradicionais pontos de interesse na cidade, entre outros.",4,Bem localizado
"A pousada é bem aconchegante!! Os quartos são bem espaçosos e confortáveis. Servem um ótimo café da manhã também. Além disso, os proprietários são muito receptivos e auxiliam muito bem os visitantes. Nos deram excelentes dicas para passeios e lugares para comer! ",4,"Simples, mas aconchegante"
"A pousada e os quartos são bem simples, mas o atendimento é feito pelos donos e é excelente. Apesar de ficar na estrada, não fomos incomodados por barulhos de carros.  Ótimo custo benefício para quem procura apenas um local agradável para dormir.",4,Custo Benefício
"Pousada com bom custo benefício, café da manhã nota 10, quartos simples, confortáveis, limpos e organizados. Localização razoável, com estacionamento e próxima a um dos pórticos da cidade. Gurizada foi bem atendida, chegamos depois de 0h e fomos atendidos sem problemas. Ideal para quem pretende passar a maior parte do dia na rua.",5,Pousada muito boa!
Fui a Gramado e fiquei na pousada Xixo Escultura. ,4,Aconchegante
"Lugar aconchegante, pessoas atenciosas e camaradas. Café da manhã excelente. Gostei muito também do custo benefício e da higiene dos quartos. Quando a gente sai eles limpam o local e trocam diariamente as toalhas. Muito organizados. Voltaria a este local de certeza se precisasse.",5,Hospedagem Hospitaleira e  Pousada Aconchegante
"A pousada fica numa área rural de Gramado. Uns 3 km de estarda de chão para chegar lá, porém as condições são boas. Chegamos à noite na pousada. Da entrada da pousada até a recepção e chalés, um tanto escuro. Não nos passou ser um local 100% seguro, mas não tivemos nenhum problema quanto a segurança. Quanto ao estacionamento do chalé... Nunca tinha visto nada igual. Pequeno, e perigoso. Quem projetou, pensou apenas no carro, esqueceu das pessoas.Por segurança, não coloquei o carro naquele pequeno espaço. Estava bem frio em Gramado e infelizmente o ar condicionado do nosso chalé não estava funcionando. Compensamos com a lareira e o lençol térmico. Por ser um chalé bem grande, não o torna aconchegante, pelo contrário, muito gelado pois a lareira por ser pequena não dá muita conta. Não há telefones nos chalés, precisa ir até a recepção para pedir algo. Ao meu ver, outro ponto negativo. O banheiro do chalé não era bom. A água não era muito quente e a pia estava entupida. Não há room service e há apenas uma única opção faz tele entrega lá, uma pizzaria razoável, nada de espetacular. No dia seguinte acordamos numa manhã de bastante sol, permitindo uma bela visão do local. O café da manhã é simples, porém bem gostoso. O atendimento é muito bom e fomos conhecer o local que é bem bonito. Poemos caminhar com nossos pets tranquilamente. Aliás, um diferencial é que permitem animais de estimação. Enfim, o local é muito bonito mas carece muito de investimento nos chalés.",4,Pretendemos voltar
"O lugar é fantástico! A cabana que pegamos, n°08, possui vista para o vale. Incrivelmente lindo! Internamente o ambiente é extremamente aconchegante e romântico. Lugar silencioso, tranquilo. Possui lareira, uma mesa com quatro cadeiras, ar condicionado, duas camas de solteiro na parte superior, frigobar... Sem dúvidas um lugar muito gostoso de se ficar!",5,Gostei muito! 
"Escolhemos o Hotel Pousada de Pedra motivados pela vontade de levar o Bóris, nosso cachorro, em nossa viagem a Gramado. E não nos arrependemos: o custo-benefício é excelente. A equipe é muito atenciosa; o chalé em que ficamos (número 3) era muito limpo e confortável, não deixou a desejar em quase nada; caminhamos bastante pela área verde, que é bem legal; as cachorrinhas (Tinga e Chiquinha) que vivem lá são muito queridas, minha vontade era trazê-las de volta comigo e o café-da-manhã, apesar de simples, é bem preparado e tinha tudo que uma pessoa normal come pela manhã (frutas, bolo, pão, presunto, queijo, omelete etc). O local é um pouco distante do centro da cidade, mas disso já sabíamos quando fizemos a reserva e, para falar a verdade, acabamos nos acostumando. Minhas únicas reclamações são com relação à vaga para o carro (muito estreita, construída sobre um deck com 1m de altura, o que acabava se tornando perigoso e pouco prático, obrigando o motorista a tirar o veículo da vaga para que os passageiros pudessem ingressar) e à potência do ar-condicionado (a meu ver, insuficiente para a área do chalé. Apesar de ser novembro, fazia frio e acabei tendo de ligar o lençol térmico para driblar o frio).",5,Sem dúvidas: perfeito!
Foi otimo poder levar nossos cachorros para la e ainda poderem ficar soltos! O hotel só nao é perto do centro e tem muito mato em volta. É para quem quer descansar.,4,Muito bom
"Lugar bem gostoso de ficar, não muito longe do Centro de Gramado, como fomos de carro, então não tive problemas! Como ponto negativo erraram nosso chalé no primeiro dia, mas nada que tire pontos do lugar, afinal chegamos bem tarde! ",5,Perfeito
"Chalés simples, porem muito bem organizados e limpos. Muito espaçoso e muito aconchegante. Pessoal muito simpático, café da manhã delicioso. Conectado a natureza. Longe do movimento  do centro de Gramado. Ideal para ir com a familia também.",4,Recomendo 
"A pousada é bem simples, mas aconchegante; localizada na entrada de Gramado,oferece um café da manhã muito gostoso, porém, as paredes dos quartos são finas (parece que é de madeira), fazendo com que os ruídos dos quartos sejam ouvidos pelos quartos vizinhos... Os proprietários são muito bonzinhos e atenciosos. Pelo custo-benefício, vale a pena.",5,Muito Bom!
"Pousada Familiar perto do pórtico de Gramado. São apenas 8 acomodações, mas todas espaçosas, com TV, ar-condicionado, internet, frigobar. Estacionamento gratuito e café da manhã. Requer que esteja de carro, pois fica um pouco distante do centro para ir a pé. O café da manhã é simples, porém farto. Wi-Fi oscila um pouco, mas acessamos sem maiores problemas. Fomos bem atendidos e tudo estava muito limpo e organizado,",4,Simples e aconchegante
Parece que você está em casa. O café da manhã você toma com os proprietários e eles são muito hospitaleiros. Em pouco tempo você se sente entre amigos. Os quartos tem conforto compatível com o tipo de hotel. A varanda externa dá vista para uma das entradas (portal) de Gramado e para toda a natureza exuberante com sua floresta de pinheiros (araucárias). Voltarei lá.,3,Pousada Simples
"Tudo prático pra quem está a negócios. Gramado tudo é próximo. Portanto só usufruir. Deixou a desejar na internet, mas diga-se de passagem toda Gramado estava um caos. A Tim raramente funcionou. Principalmente nos pavilhões da Sicc.",3,Bom Atendimento
"Obrigado Rayssa! Sua avaliação foi muito importante para nós! Descobrimos um ninho de morcegos graças a você! Mas por aqui é assim mesmo: animais silvestres, sossego, silêncio!",4,Bom custo x beneficio
"Lugar tranquilo e agradável. Possui trilhas e muito espaço ao ar livre. Tentei aproveitar a piscina aquecida, porém a água estava fria.. A quadra de tênis/basquete precisa de alguns reparos e, como sugestão, acredito que o local poderia oferecer algumas opções de lanches já que fica um pouco afastado de Gramado. ",4,Nosso cachorro faz parte da familia.
"Pousada aconchegante, com uma vista excelente de dentro dos chalés. Chalés com bastante espaço. A lareira é excelente. Os donos são muito gentis. Café da manhã simples mas completo. ",5,Ótimo e aconchegante
"Lugar perfeito para descansar em meio a natureza, e tem tudo o que se precisa: piscina, lareira, ar condicionado, trilhas, bicicleta, pode-se levar o animal de estimação, cabanas lindas, confortáveis e aconchegantes, café da manhã saboroso, recepção calorosa do Sr Jairo, pessoas bem educadas e que fazem agente se sentir bem. Acordar, tomar aquele delicioso café e sentar-se nas poltronas e observar o vale das janelas das cabanas, não tem preço!",5,Paraíso
"Estive em Gramado no último feriado de 1º de maio e me hospedei, juntamente com 4 amigos, na Pousada Xixo. A pousada é simples, mas aconchegante. Alugamos um apartamento com dois quartos para 5 pessoas. Cada pessoa pagou em torno de R$ 96. Achei o quarto um pouco frio demais, tentamos ligar o ar-condicionado quente, mas acho que não estava funcionando corretamente. Gostamos do café da manhã (bem gostoso). A localização não é tão boa, então é necessário estar de carro (a pousada oferece estacionamento gratuito). Recomendo a pousada para quem não tem muita frescura para hospedagem. Ah, os quartos eram bastante espaçosos.",5,Familiar
Amei o lugar  chalé grande . café da manhã muito bom  a vista do chalé que fiquei muito linda tem lençóis térmicos na cama calefação boa e aínda e ótimo dormi com a lareira no frio maravilhoso de gramado. E os donos super atenciosos. Com certeza eu índico e voltaria lá sem menor dúvida.,2,Não é pra mim
"Pousada rústica, 5 min do centro de gramado, com ótimo atendimento. As cabanas são simples porém boas, limpas e confortáveis. Com bom café da manhã, uma bela vista para o vale. Estava temporariamente sem internet.Voltarei a ficar lá. Recomendo.",5,Lugar de Paz
"Eu reservei este hotel me baseando nas avaliações do tripadvisor e, portanto, já sabia que teria que pegar estrada de chão batido, etc e tal... Nesta avaliação falarei por tópicos porque acredito que são vários pontos a serem considerados. Vamos por partes:",4,Lugar para relaxar!
"Hotel simples, porém confortável.",4,Tranquilidade e natureza!
"Adoramos o lugar!!! Simples, porém confortável, em um lugar maravilhoso para quem gosta de estar pertinho da natureza. A estrada de chão que leva até a pousada é boa e não oferece perigo algum... muito tranquila até em dia de chuva. Fomos muito bem recepcionados e atendidos durante nossa estadia ( ficamos nove dias). O café da manhã é muito gostoso, caseiro, e tem um bolo de cenoura magnífico! O mais importante de tudo foi nosso cachorrinho ser bem aceito e a pousada oferecer espaço para ele brincar, além da recepção especial da cachorrinha Amora ( uma graça). Os chalés são espaçosos, confortáveis, com vista muito bonita. Enfim, voltaremos com certeza!",4,Lugar par desacelerar
"É uma pousada simples de uma familia bastante simpatica. O café da manha é maravilhoso! Fica um pouco longe do centro de gramado, mas quem tiver de carro, nao terá problemas. Os banheiros sao reformados.",4,Bom Custo-Benefício
"Pousada bem simples . Valor acessível em relação as demais pousadas/hoteis de Gramado, porém não compensa.",4,Experiência positiva
